2025.05.16,4.2,4.2,3.99,3.99,3,173000.0
2025.05.15,3.9,4.28,3.9,4.12,11,101000.0
2025.05.14,4.09,4.19,4.09,4.19,4,14000.0
2025.05.13,3.84,4.35,3.71,4.35,7,63000.0
2025.05.12,4.28,4.43,4.16,4.26,463,288000.0
2025.05.09,3.25,3.27,3.25,3.27,3,16000.0
2025.05.08,3.08,3.29,3.0,3.29,28,15000.0
2025.05.07,2.65,2.65,2.53,2.53,8,17000.0
2025.05.06,2.68,2.69,2.59,2.65,11,21000.0
2025.05.05,2.79,2.79,2.32,2.35,11,17000.0
2025.05.02,2.89,3.22,2.65,3.22,13,43000.0
2025.04.30,3.01,3.01,2.63,2.66,11,26000.0
2025.04.29,3.02,3.26,2.85,3.13,12,32000.0
2025.04.28,3.08,3.08,2.95,3.08,9,43000.0
2025.04.25,3.27,3.37,3.16,3.25,14,23000.0
2025.04.24,3.13,3.27,3.01,3.26,498,
2025.04.23,3.75,4.3,3.46,3.47,30,114000.0
2025.04.22,3.59,3.59,3.36,3.54,6,30000.0
2025.04.17,3.38,3.83,3.38,3.59,49,
2025.04.16,3.34,3.48,3.11,3.16,25,227000.0
2025.04.15,3.7,3.7,3.28,3.32,12,50000.0
2025.04.14,4.08,4.13,3.9,3.92,15,254000.0
2025.04.11,3.67,4.51,3.46,4.3,20,341000.0
2025.04.10,3.92,3.92,3.84,3.84,2,23000.0
2025.04.09,4.21,5.47,3.98,5.47,14,13000.0
2025.04.08,5.16,5.17,4.39,4.39,9,34000.0
2025.04.07,5.67,5.67,5.63,5.63,2,31000.0
2025.04.04,6.05,6.07,6.05,6.07,2,2000.0
2025.04.02,9.16,9.16,9.16,9.16,1,92000.0
2025.03.31,9.51,9.51,9.3,9.3,3,194000.0
2025.03.26,9.51,9.53,9.51,9.53,3,236000.0
2025.03.24,8.86,8.95,8.86,8.95,2,6000.0
2025.03.18,8.28,8.28,8.28,8.28,13,205000.0
