Data	Variação %	Variação	Cotação	Abertura	Mínimo	Máximo	Volume	Nº Negócios
01/07/2025	-8,59%	-0,17	1,81	1,74	1,73	1,85	7K	4
26/06/2025	3,66%	0,07	1,98	1,90	1,90	1,98	1K	5
24/06/2025	-24,51%	-0,62	1,91	2,50	1,91	2,50	39K	20
23/06/2025	-14,81%	-0,44	2,53	2,94	2,53	2,94	53K	9
20/06/2025	-7,19%	-0,23	2,97	2,97	2,97	2,97	1K	1
17/06/2025	19,85%	0,53	3,20	3,07	3,07	3,20	627	2
16/06/2025	3,09%	0,08	2,67	2,67	2,67	2,74	30K	8
13/06/2025	22,17%	0,47	2,59	2,59	2,59	2,59	259	1
12/06/2025	27,71%	0,46	2,12	2,12	2,12	2,12	212	1
11/06/2025	17,73%	0,25	1,66	1,66	1,66	1,66	166	1
10/06/2025	35,58%	0,37	1,41	1,33	1,33	1,41	29K	2
09/06/2025	-29,25%	-0,43	1,04	1,05	1,04	1,06	10K	4
03/06/2025	-2,00%	-0,03	1,47	1,47	1,47	1,47	12K	1
30/05/2025	-9,09%	-0,15	1,50	1,50	1,50	1,50	750	2
29/05/2025	-11,76%	-0,22	1,65	1,65	1,65	1,65	13K	1
28/05/2025	-1,58%	-0,03	1,87	1,87	1,87	1,87	3K	1
22/05/2025	-13,24%	-0,29	1,90	1,90	1,90	1,90	380	2
20/05/2025	-4,37%	-0,10	2,19	2,19	2,19	2,19	3K	1
15/05/2025	-2,97%	-0,07	2,29	2,29	2,29	2,29	3K	1
14/05/2025	-5,60%	-0,14	2,36	2,36	2,36	2,36	708	1
12/05/2025	28,21%	0,55	2,50	2,50	2,50	2,50	500	2
09/05/2025	22,64%	0,36	1,95	1,90	1,90	2,20	65K	3
06/05/2025	59,00%	0,59	1,59	1,75	1,05	1,75	6K	4
05/05/2025	-64,29%	-1,80	1,00	1,00	1,00	1,00	100	1
29/04/2025	0,00%	0,00	2,80	2,80	2,80	2,80	280	1
14/04/2025	16,18%	0,39	2,80	2,80	2,80	2,80	2K	1
11/04/2025	-12,36%	-0,34	2,41	2,49	2,41	2,49	4K	3
08/04/2025	-25,27%	-0,93	2,75	3,50	2,75	3,50	10K	3
07/04/2025	-	-	3,68	3,68	3,68	3,68	368	1
