2025.09.19,3.7,3.7,3.58,3.6,133,286000.0
2025.09.18,4.1,4.1,3.78,3.9,412,
2025.09.17,4.26,4.27,4.1,4.23,52,313000.0
2025.09.16,4.12,4.14,4.05,4.14,40,103000.0
2025.09.15,3.8,4.1,3.72,4.03,21,378000.0
2025.09.12,4.25,4.25,3.95,3.95,5,10000.0
2025.09.11,4.02,4.02,3.93,3.93,3,57000.0
2025.09.10,3.92,4.2,3.8,4.14,139,113000.0
2025.09.09,3.66,3.82,3.65,3.65,190,125000.0
2025.09.08,3.57,3.57,3.33,3.37,7,30000.0
2025.09.05,3.65,3.65,3.11,3.25,7,45000.0
2025.09.04,3.75,3.94,3.75,3.94,4,15000.0
2025.09.03,3.85,3.86,3.76,3.76,4,5000.0
2025.09.02,4.06,4.06,3.91,3.92,15,26000.0
2025.09.01,3.94,3.94,3.93,3.93,2,6000.0
2025.08.29,3.94,4.09,3.93,4.05,16,54000.0
2025.08.28,3.72,3.82,3.65,3.8,9,18000.0
2025.08.27,3.46,3.46,3.4,3.45,9,47000.0
2025.08.26,3.35,3.39,3.2,3.26,16,130000.0
2025.08.25,3.44,3.61,3.44,3.58,8,12000.0
2025.08.22,2.87,3.31,2.87,3.26,90,31000.0
2025.08.21,2.55,2.8,2.51,2.72,32,167000.0
2025.08.20,2.63,2.74,2.6,2.61,66,96000.0
2025.08.19,2.57,2.57,2.43,2.48,33,32000.0
2025.08.18,2.62,2.97,2.62,2.77,10,191000.0
2025.08.15,2.71,2.73,2.48,2.65,132,616000.0
2025.08.14,2.88,2.91,2.64,2.83,201,608000.0
2025.08.13,3.35,3.35,3.01,3.04,18,86000.0
2025.08.12,3.53,3.73,3.42,3.42,49,280000.0
2025.08.11,3.55,3.55,3.23,3.4,65,230000.0
2025.08.08,4.28,4.28,3.27,3.27,27,340000.0
2025.08.07,5.25,5.31,5.1,5.2,24,77000.0
2025.08.06,5.08,5.41,4.85,4.87,23,106000.0
2025.08.05,4.75,4.83,4.75,4.83,3,41000.0
2025.08.04,4.63,4.7,4.63,4.66,5,56000.0
2025.08.01,4.73,4.73,4.73,4.73,1,2000.0
2025.07.31,5.2,5.2,5.17,5.17,5,151000.0
2025.07.30,4.97,5.17,4.95,5.13,29,47000.0
2025.07.29,4.94,5.15,4.94,5.12,14,65000.0
2025.07.28,4.91,4.91,4.59,4.59,3,39000.0
2025.07.25,4.75,4.75,4.65,4.66,23,47000.0
2025.07.24,4.45,4.53,4.41,4.41,3,55000.0
2025.07.23,4.07,4.62,4.07,4.6,78,317000.0
2025.07.22,3.8,4.25,3.8,4.06,57,171000.0
2025.07.21,3.91,3.99,3.78,3.78,11,73000.0
2025.07.18,4.18,4.19,3.58,3.58,15,40000.0
2025.07.17,4.38,4.38,4.38,4.38,1,7000.0
2025.07.16,4.36,4.36,4.36,4.36,1,39000.0
2025.07.07,4.85,4.88,4.85,4.88,2,17000.0
2025.05.26,4.15,4.15,4.15,4.15,1,415.0
