2025.09.19,0.01,0.01,0.01,0.01,290,595.0
2025.09.18,0.07,0.08,0.01,0.01,1535,139000.0
2025.09.17,0.08,0.11,0.07,0.07,1322,349000.0
2025.09.16,0.09,0.15,0.06,0.1,1196,296000.0
2025.09.15,0.1,0.12,0.06,0.11,1367,310000.0
2025.09.12,0.18,0.23,0.09,0.09,7080,427000.0
2025.09.11,0.21,0.21,0.15,0.16,6010,262000.0
2025.09.10,0.13,0.25,0.11,0.23,4508,726000.0
2025.09.09,0.12,0.17,0.12,0.13,1151,365000.0
2025.09.08,0.15,0.18,0.1,0.11,2110,134000.0
2025.09.05,0.2,0.2,0.11,0.13,6100,513000.0
2025.09.04,0.26,0.3,0.22,0.25,3030,280000.0
2025.09.03,0.3,0.37,0.23,0.26,5130,432000.0
2025.09.02,0.27,0.41,0.26,0.37,7100,668000.0
2025.09.01,0.36,0.39,0.3,0.32,5420,737000.0
2025.08.29,0.28,0.4,0.28,0.35,4620,706000.0
2025.08.28,0.28,0.35,0.28,0.3,3700,499000.0
2025.08.27,0.23,0.28,0.22,0.25,2230,178000.0
2025.08.26,0.25,0.28,0.21,0.24,2310,214000.0
2025.08.25,0.26,0.33,0.26,0.3,4000,550000.0
2025.08.22,0.16,0.31,0.16,0.26,5430,503000.0
2025.08.21,0.16,0.17,0.13,0.13,1680,103000.0
2025.08.20,0.19,0.19,0.14,0.14,1250,68000.0
2025.08.19,0.17,0.18,0.14,0.15,2330,141000.0
2025.08.18,0.2,0.27,0.18,0.18,2490,184000.0
2025.08.15,0.21,0.21,0.17,0.2,3810,114000.0
2025.08.14,0.3,0.33,0.22,0.22,3590,185000.0
2025.08.13,0.42,0.43,0.31,0.32,3540,399000.0
2025.08.12,0.45,0.55,0.41,0.45,3570,432000.0
2025.08.11,0.65,0.65,0.43,0.47,4370,489000.0
2025.08.08,0.95,1.04,0.47,0.47,9920,
2025.08.07,1.3,1.51,1.3,1.4,2310,817000.0
2025.08.06,1.4,1.55,1.2,1.22,2290,612000.0
2025.08.05,1.2,1.23,1.1,1.2,2270,277000.0
2025.08.04,1.21,1.23,1.1,1.12,1190,201000.0
2025.08.01,1.6,1.61,1.18,1.21,1470,332000.0
2025.07.31,1.44,1.5,1.27,1.38,1240,221000.0
2025.07.30,1.4,1.6,1.34,1.53,1400,305000.0
2025.07.29,1.19,1.46,1.19,1.41,2070,327000.0
2025.07.28,1.29,1.39,1.09,1.16,2320,564000.0
2025.07.25,1.2,1.24,1.14,1.19,1010,189000.0
2025.07.24,1.08,1.2,1.05,1.15,340,128000.0
2025.07.23,0.9,1.23,0.89,1.22,2930,498000.0
2025.07.22,0.81,1.02,0.81,0.89,2210,421000.0
2025.07.21,0.9,0.91,0.78,0.8,580,106000.0
2025.07.18,1.0,1.06,0.7,0.84,520,55000.0
2025.07.17,1.2,1.2,1.02,1.04,160,24000.0
2025.07.16,1.2,1.27,1.06,1.2,250,
2025.07.15,1.35,1.38,1.2,1.34,80,7000.0
2025.07.14,1.78,1.78,1.46,1.53,270,44000.0
2025.07.11,1.65,1.79,1.65,1.78,120,33000.0
2025.07.10,1.38,1.65,1.35,1.55,100,18000.0
2025.07.09,1.7,1.7,1.52,1.55,110,16000.0
2025.07.08,1.74,1.83,1.71,1.74,90,13000.0
2025.07.07,1.62,1.62,1.5,1.5,20,1000.0
2025.07.04,1.6,1.64,1.6,1.62,40,9000.0
2025.07.03,1.65,1.82,1.65,1.74,60,35000.0
2025.07.02,1.74,1.74,1.69,1.73,90,73000.0
2025.07.01,1.38,1.38,1.36,1.36,20,27000.0
2025.06.27,1.22,1.46,1.18,1.41,120,8000.0
2025.06.26,1.5,1.51,1.5,1.51,30,5000.0
2025.06.24,1.66,1.66,1.5,1.5,130,6000.0
2025.06.23,2.51,2.55,2.03,2.03,90,40000.0
2025.06.18,2.7,2.7,2.45,2.5,130,74000.0
2025.06.17,2.27,2.64,2.27,2.64,60,6000.0
2025.06.13,2.0,2.33,2.0,2.26,90,13000.0
2025.06.11,1.44,1.44,1.44,1.44,10,144.0
2025.06.05,1.16,1.16,1.16,1.16,10,2000.0
2025.05.22,1.46,1.46,1.46,1.46,10,2000.0
2025.05.21,1.7,1.7,1.7,1.7,10,170.0
2025.05.20,2.04,2.04,2.04,2.04,10,204.0
2025.05.19,1.82,1.82,1.81,1.81,20,1000.0
2025.05.15,1.4,1.4,1.4,1.4,10,840.0
2025.04.09,3.14,3.14,3.14,3.14,10,314.0
