2025.08.15,0.01,0.01,0.01,0.01,120,90.0
2025.08.14,0.01,0.02,0.01,0.01,2856,37000.0
2025.08.13,0.03,0.04,0.01,0.01,6820,210000.0
2025.08.12,0.06,0.1,0.03,0.04,8180,402000.0
2025.08.11,0.11,0.16,0.05,0.05,11,516000.0
2025.08.08,0.83,0.83,0.13,0.14,9151,
2025.08.07,1.04,1.25,0.95,1.01,1176,
2025.08.06,1.06,1.3,0.84,0.92,2828,
2025.08.05,0.78,0.92,0.74,0.86,7210,
2025.08.04,0.85,0.9,0.75,0.82,6060,
2025.08.01,1.3,1.36,0.85,0.88,9260,
2025.07.31,1.2,1.25,1.07,1.14,4720,966000.0
2025.07.30,1.11,1.33,1.01,1.33,7000,
2025.07.29,0.98,1.22,0.89,1.17,2423,
2025.07.28,0.88,1.14,0.77,0.9,3746,
2025.07.25,0.94,0.99,0.85,0.88,2045,
2025.07.24,0.89,0.95,0.76,0.88,7250,
2025.07.23,0.62,0.96,0.61,0.95,1715,
2025.07.22,0.55,0.75,0.51,0.59,1061,
2025.07.21,0.49,0.62,0.45,0.52,4900,753000.0
2025.07.18,0.71,0.79,0.44,0.5,9260,
2025.07.17,0.81,0.92,0.73,0.76,1149,
2025.07.16,0.94,1.0,0.83,0.93,3990,542000.0
2025.07.15,1.28,1.31,1.05,1.09,3150,477000.0
2025.07.14,1.6,1.63,1.25,1.26,2150,378000.0
2025.07.11,1.32,1.62,1.32,1.55,3340,511000.0
2025.07.10,1.25,1.44,1.08,1.35,1370,414000.0
2025.07.09,1.49,1.5,1.3,1.35,750,419000.0
2025.07.08,1.38,1.61,1.38,1.54,840,201000.0
2025.07.07,1.42,1.43,1.24,1.26,840,255000.0
2025.07.04,1.36,1.52,1.36,1.36,610,176000.0
2025.07.03,1.41,1.59,1.35,1.45,1070,265000.0
2025.07.02,1.19,1.52,1.16,1.41,2640,396000.0
2025.07.01,1.14,1.18,1.07,1.16,1410,483000.0
2025.06.27,1.18,1.18,1.12,1.13,280,52000.0
2025.06.26,1.22,1.31,1.21,1.26,200,39000.0
2025.06.25,1.34,1.34,1.17,1.17,530,148000.0
2025.06.24,1.45,1.53,1.25,1.28,6060,395000.0
2025.06.23,2.61,2.61,1.66,1.7,1180,369000.0
2025.06.20,2.49,2.49,2.31,2.42,60,30000.0
2025.06.18,2.48,2.54,2.23,2.32,130,26000.0
2025.06.17,2.28,2.54,2.24,2.47,240,127000.0
2025.06.16,2.4,2.4,1.99,1.99,160,81000.0
2025.06.13,2.5,2.5,2.01,2.23,530,373000.0
2025.06.12,1.53,1.8,1.49,1.8,200,27000.0
2025.06.11,1.02,1.18,0.81,1.18,120,11000.0
2025.06.10,0.89,0.89,0.71,0.81,100,3000.0
2025.06.09,0.57,0.57,0.57,0.57,10,11000.0
2025.06.06,0.95,0.95,0.55,0.7,90,3000.0
2025.06.05,0.73,0.73,0.59,0.69,90,3000.0
2025.06.04,0.71,0.71,0.71,0.71,10,3000.0
2025.06.03,0.88,0.93,0.81,0.93,90,13000.0
2025.06.02,0.99,1.06,0.99,1.0,70,23000.0
2025.05.30,1.01,1.06,0.99,1.05,70,22000.0
2025.05.29,1.09,1.3,0.95,1.12,70,20000.0
2025.05.28,1.25,1.29,1.25,1.29,20,14000.0
2025.05.27,1.25,1.25,1.25,1.25,10,500.0
2025.05.26,1.25,1.25,1.23,1.23,40,2000.0
2025.05.23,1.26,1.28,1.26,1.28,30,12000.0
2025.05.22,1.28,1.28,1.27,1.27,30,18000.0
2025.05.21,1.64,1.64,1.64,1.64,30,2000.0
2025.05.20,1.71,1.71,1.6,1.6,20,4000.0
2025.05.19,1.7,1.7,1.6,1.6,40,8000.0
2025.05.16,1.51,1.51,1.51,1.51,10,2000.0
2025.05.15,1.56,1.61,1.56,1.61,20,6000.0
2025.05.14,1.72,1.72,1.72,1.72,10,2000.0
2025.05.13,1.6,1.82,1.6,1.82,40,13000.0
2025.05.12,1.79,1.89,1.79,1.89,40,26000.0
2025.05.09,1.43,1.43,1.35,1.35,20,5000.0
2025.05.07,1.1,1.13,1.05,1.13,30,13000.0
2025.05.06,1.16,1.16,1.1,1.1,30,26000.0
2025.05.05,1.29,1.29,1.29,1.29,10,9000.0
2025.05.02,1.4,1.4,1.4,1.4,20,3000.0
2025.04.30,1.22,1.23,1.0,1.01,60,21000.0
2025.04.29,1.42,1.42,1.42,1.42,30,852.0
2025.04.28,1.51,1.51,1.36,1.36,30,33000.0
2025.04.25,1.56,1.56,1.56,1.56,10,4000.0
2025.04.23,1.86,1.86,1.86,1.86,10,7000.0
2025.04.17,1.81,1.81,1.81,1.81,10,8000.0
2025.04.15,2.25,2.25,2.25,2.25,10,4000.0
